market_id,symbol,question,polarity,polarity_source,pct,converged,asset_confidence,question_confidence,archetype,relevance,split,entry_date,entry_prob,entry_price,exit_date,exit_price,exit_reason,peak_pct,trough_pct,return_pct,_entry_ts,_exit_ts,candidate_t_theta,candidate_t_e,_qty,_position_size_pct,_asset_entry_notional,_equity_at_entry,invested_frac_pct,_benchmark_sell_cost,_asset_buy_cost,realized_exit_reason,gross_pnl,pnl,pnl_pct,txn_cost,exit_value,benchmark_rebuy_qty
554677,XLE,Will Iran strike a U.S. facility by Monday June  30?,1,regex,0.795,YES,,0.0,Middle East Oil Disruption,0.6,train,2025-06-24,0.795,42.46,2025-06-27,42.65,resolution-1d,1.19,-0.77,0.46,2025-06-24 00:00:00+00:00,2025-06-27 00:00:00+00:00,2025-06-22,2025-06-30,304,0.11583962486859856,12907.84,111595.01,11.5667,7.14,7.52,resolution-1d,57.76,28.37,0.2198,29.39,12965.6,21.0614
566029,REGN,Will the FDA approve Odronextamab/Ordspono Resubmitted BLA?,1,regex,0.775,YES,6.0,6.0,Regeneron FDA Approval,0.95,train,2025-07-22,0.775,560.93,2025-07-30,554.58,resolution-1d,3.0,-2.5,-1.13,2025-07-22 00:00:00+00:00,2025-07-30 00:00:00+00:00,2025-07-22,2025-07-31,23,0.11583962486859856,12901.39,115367.4,11.1829,7.4,6.8,resolution-1d,-146.05,-174.05,-1.3491,28.0,12755.34,20.0825
566028,PTCT,Will the FDA approve Sepiapterin NDA?,1,regex,0.775,YES,5.0,5.0,PTC Therapeutics FDA Approval,0.95,train,2025-07-28,0.775,44.34,2025-07-30,50.1,profit_lock_13%,13.87,-0.43,13.0,2025-07-28 00:00:00+00:00,2025-07-30 00:00:00+00:00,2025-07-22,2025-07-31,304,0.11583962486859856,13479.36,116616.09,11.5587,7.48,7.8,profit_lock_13%,1751.04,1718.7,12.7506,32.34,15230.4,23.9784
566025,ASND,Will the FDA approve TransCon hGH sBLA?,1,regex,0.815,YES,5.0,5.0,Ascendis Pharma FDA Approval,0.95,train,2025-07-28,0.815,164.16,2025-07-30,166.78,resolution-1d,1.12,-2.01,1.6,2025-07-28 00:00:00+00:00,2025-07-30 00:00:00+00:00,2025-07-22,2025-07-31,82,0.11583962486859856,13461.12,116600.8,11.5446,7.47,7.08,resolution-1d,214.84,185.54,1.3783,29.3,13675.96,21.532
569190,SNY,FDA approves Sanofi’s Rilzabrutinib for immune thrombocytopenia?,1,regex,0.775,YES,5.0,5.0,Sanofi FDA Approval,0.9,train,2025-07-30,0.775,49.25,2025-07-31,46.54,trailing_3.6ATR,0.0,-9.18,-5.5,2025-07-30 00:00:00+00:00,2025-07-31 00:00:00+00:00,2025-07-29,2025-08-29,143,0.06,7042.75,118069.46,5.9649,4.03,4.02,trailing_3.6ATR,-387.53,-403.27,-5.726,15.74,6655.22,10.5169
569210,IONS,FDA approves Donidalorsen?,1,regex,0.68,YES,5.0,5.0,Ionis Pharmaceuticals Donidalorsen Approval,0.9,train,2025-07-30,0.68,43.37,2025-08-01,44.67,profit_lock_3%,3.71,-2.51,3.0,2025-07-30 00:00:00+00:00,2025-08-01 00:00:00+00:00,2025-07-29,2025-08-21,163,0.06,7069.31,118094.8,5.9861,4.09,4.11,profit_lock_3%,211.9,195.3,2.7626,16.6,7281.21,11.6979
569208,BIIB,FDA approves Leqembi auto-injection for early Alzheimer’s?,1,regex,0.765,YES,5.0,5.0,Eisai and Biogen Alzheimer's Approval,0.95,train,2025-07-30,0.765,126.64,2025-08-01,134.24,profit_lock_6%,6.94,-1.64,6.0,2025-07-30 00:00:00+00:00,2025-08-01 00:00:00+00:00,2025-07-29,2025-08-31,55,0.06,6965.2,118077.39,5.8988,4.09,3.83,profit_lock_6%,418.0,401.8,5.7686,16.2,7383.2,11.8621
569186,TLX,FDA approves Telix Pharmaceuticals’ TLX250-CDx for kidney cancer imaging?,1,regex,0.805,YES,5.0,5.0,Telix Pharmaceuticals FDA Approval,0.95,train,2025-07-30,0.805,13.5,2025-08-01,14.04,profit_lock_4%,4.96,-4.45,4.0,2025-07-30 00:00:00+00:00,2025-08-01 00:00:00+00:00,2025-07-29,2025-08-27,523,0.06,7060.5,118039.53,5.9815,4.09,5.36,profit_lock_4%,282.42,263.25,3.7285,19.17,7342.92,11.795
569182,TNXP,FDA approves Tonix Pharmaceuticals’ TNX-102 SL for fibromyalgia?,1,regex,0.8,YES,4.0,4.0,Tonix Pharmaceuticals FDA Approval,0.95,train,2025-07-30,0.8,38.62,2025-08-01,40.16,profit_lock_4%,4.32,-7.66,4.0,2025-07-30 00:00:00+00:00,2025-08-01 00:00:00+00:00,2025-07-29,2025-08-15,183,0.06,7067.46,118030.08,5.9878,4.08,4.17,profit_lock_4%,281.82,265.03,3.75,16.79,7349.28,11.8071
569181,INSM,FDA approves Insmed’s Brensocatib for bronchiectasis?,1,regex,0.785,YES,6.0,6.0,Insmed FDA Approval,0.95,train,2025-07-30,0.785,105.18,2025-08-01,108.34,profit_lock_3%,3.29,-1.6,3.0,2025-07-30 00:00:00+00:00,2025-08-01 00:00:00+00:00,2025-07-29,2025-08-12,67,0.06,7047.06,118021.82,5.971,4.08,3.87,profit_lock_3%,211.72,195.61,2.7758,16.11,7258.78,11.6622
569211,REGN,FDA approves EYLEA HD?,1,regex,0.755,YES,5.0,5.0,Regeneron EYLEA HD Approval,0.95,train,2025-08-01,0.755,558.87,2025-08-04,571.54,poly<0.5348382445542875,0.0,-2.86,2.27,2025-08-01 00:00:00+00:00,2025-08-04 00:00:00+00:00,2025-07-29,2025-08-19,12,0.06,6706.44,117187.44,5.7228,4.05,3.7,poly<0.5348382445542875,152.04,136.54,2.036,15.5,6858.48,10.854
